Title,Release Year,Director,DP,Editor,Production Designer,Writer,Producer,Actors,Studio,Country of Origin,Title in Original Language,TMDb ID,IMDb ID,Your Rating
Pirates of the Caribbean: At World's End,2007,Gore Verbinski,Dariusz Wolski,Stephen E. Rivkin|Craig Wood,Rick Heinrichs,Terry Rossio|Ted Elliott,Eric McLeod|Jerry Bruckheimer|Pat Sandston|Peter Kohn|Jack Kney,Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley|Jack Davenport|Bill Nighy|Jonathan Pryce|Lee Arenberg|Mackenzie Crook|Kevin McNally,Jerry Bruckheimer Films|Second Mate Productions|Walt Disney Pictures,United States of America,Pirates of the Caribbean: At World's End,285,tt0449088,8.0
Pirates of the Caribbean: Dead Man's Chest,2006,Gore Verbinski,Dariusz Wolski,Stephen E. Rivkin|Craig Wood,Rick Heinrichs,Ted Elliott|Terry Rossio,Jerry Bruckheimer,Johnny Depp|Orlando Bloom|Keira Knightley|Jack Davenport|Bill Nighy|Jonathan Pryce|Lee Arenberg|Mackenzie Crook|Kevin McNally|David Bailie,Walt Disney Pictures|Jerry Bruckheimer Films|Second Mate Productions,United States of America,Pirates of the Caribbean: Dead Man's Chest,58,tt0383574,9.0
Pirates of the Caribbean: On Stranger Tides,2011,Rob Marshall,Dariusz Wolski,Wyatt Smith|David Brenner,John Myhre,Terry Rossio|Ted Elliott,Jerry Bruckheimer,Johnny Depp|Penélope Cruz|Geoffrey Rush|Ian McShane|Kevin McNally|Sam Claflin|Àstrid Bergès-Frisbey|Stephen Graham|Keith Richards|Richard Griffiths,Walt Disney Pictures|Jerry Bruckheimer Films|Moving Picture Company,United Kingdom|United States of America,Pirates of the Caribbean: On Stranger Tides,1865,tt1298650,6.0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Gore Verbinski,Dariusz Wolski,Stephen E. Rivkin|Craig Wood|Arthur Schmidt,Brian Morris,Terry Rossio|Ted Elliott,Jerry Bruckheimer,Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley|Jack Davenport|Jonathan Pryce|Lee Arenberg|Mackenzie Crook|Damian O'Hare|Giles New,Walt Disney Pictures|Jerry Bruckheimer Films,United States of America,Pirates of the Caribbean: The Curse of the Black Pearl,22,tt0325980,10.0
Platoon,1986,Oliver Stone,Robert Richardson,Claire Simpson,Bruno Rubeo,Oliver Stone,Arnold Kopelson,Charlie Sheen|Willem Dafoe|Tom Berenger|Kevin Dillon|Forest Whitaker|Mark Moses|Keith David|Richard Edson|Francesco Quinn|John C. McGinley,Hemdale Film Corporation|Arnold Kopelson Productions,United Kingdom|United States of America,Platoon,792,tt0091763,8.0
PlayTime,1967,Jacques Tati,Jean Badal|Andréas Winding,Gérard Pollicand,Eugène Roman,Jacques Lagrange|Jacques Tati|Art Buchwald,Bernard Maurice,Jacques Tati|Barbara Dennek|Rita Maiden|France Rumilly|France Delahalle|Valérie Camille|Erika Dentzler|Nicole Ray|Yvette Ducreux|Nathalie Jem,Jolly Film|Specta Films,France|Italy,PlayTime,10227,tt0062136,10.0
Poison,2023,Wes Anderson,Robert D. Yeoman,Andrew Weisblum|Barney Pilling,Adam Stockhausen,Wes Anderson,Wes Anderson|Steven M. Rales|Jeremy Dawson,Benedict Cumberbatch|Dev Patel|Ben Kingsley|Ralph Fiennes|Eliel Ford|Benoît Herlin,American Empirical Pictures|Indian Paintbrush,United States of America,Poison,1172676,tt28912885,7.0
Poor Things,2023,Yorgos Lanthimos,Robbie Ryan,Yorgos Mavropsaridis,Shona Heath|James Price,Tony McNamara,Yorgos Lanthimos|Emma Stone|Andrew Lowe|Ed Guiney,Emma Stone|Mark Ruffalo|Willem Dafoe|Ramy Youssef|Christopher Abbott|Suzy Bemba|Jerrod Carmichael|Kathryn Hunter|Vicki Pepperdine|Hanna Schygulla,Searchlight Pictures|Film4 Productions|TSG Entertainment|Element Pictures|Limp|Fruit Tree,Ireland|United Kingdom|United States of America,Poor Things,792307,tt14230458,9.0
Ashes and Diamonds,1958,Andrzej Wajda,Jerzy Wójcik,Halina Nawrocka,Roman Mann,Jerzy Andrzejewski|Andrzej Wajda,,Zbigniew Cybulski|Ewa Krzyżewska|Wacław Zastrzeżynski|Adam Pawlikowski|Bogumił Kobiela|Jan Ciecierski|Stanisław Milski|Artur Młodnicki|Halina Kwiatkowska|Ignacy Machowski,Zespół Filmowy Kadr,Poland,Popiół i diament,5055,tt0052080,6.0
Popstar: Never Stop Never Stopping,2016,Jorma Taccone|Akiva Schaffer,Brandon Trost,Stacey Schroeder|Craig Alpert|Jamie Gross,Jon Billington,Akiva Schaffer|Andy Samberg|Jorma Taccone,Judd Apatow|Rodney Rothman|Andy Samberg|Akiva Schaffer|Jorma Taccone,Andy Samberg|Jorma Taccone|Akiva Schaffer|Sarah Silverman|Tim Meadows|Maya Rudolph|Joan Cusack|Imogen Poots|Chris Redd|Edgar Blackmon,Apatow Productions|The Lonely Island,United States of America,Popstar: Never Stop Never Stopping,341012,tt3960412,6.0
Portrait of a Lady on Fire,2019,Céline Sciamma,Claire Mathon,Julien Lacheray,Thomas Grézaud,Céline Sciamma,Bénédicte Couvreur,Noémie Merlant|Adèle Haenel|Luàna Bajrami|Valeria Golino|Christel Baras|Armande Boulanger|Guy Delamarche|Clément Bouyssou,Lilies Films|ARTE France Cinéma|Hold Up Films,France,Portrait de la jeune fille en feu,531428,tt8613070,7.0
Prince of Persia: The Sands of Time,2010,Mike Newell,John Seale,Mick Audsley|Michael Kahn|Martin Walsh,Wolf Kroeger,Boaz Yakin|Doug Miro|Carlo Bernard,Jerry Bruckheimer,Jake Gyllenhaal|Gemma Arterton|Ben Kingsley|Alfred Molina|Steve Toussaint|Toby Kebbell|Richard Coyle|Ronald Pickup|Reece Ritchie|Gísli Örn Garðarsson,Walt Disney Pictures|Jerry Bruckheimer Films,United States of America,Prince of Persia: The Sands of Time,9543,tt0473075,6.0
Prisoners,2013,Denis Villeneuve,Roger Deakins,Joel Cox|Gary D. Roach,Patrice Vermette,Aaron Guzikowski,Kira Davis|Adam Kolbrenner|Broderick Johnson|Andrew A. Kosove,Hugh Jackman|Jake Gyllenhaal|Viola Davis|Maria Bello|Terrence Howard|Melissa Leo|Paul Dano|Dylan Minnette|Zoë Soul|Erin Gerasimovich,Alcon Entertainment|8:38 Productions|Madhouse Entertainment,United States of America,Prisoners,146233,tt1392214,8.0
Psycho,1960,Alfred Hitchcock,John L. Russell,George Tomasini,,Joseph Stefano,Alfred Hitchcock,Anthony Perkins|Janet Leigh|Vera Miles|John Gavin|Martin Balsam|John McIntire|Simon Oakland|Frank Albertson|Patricia Hitchcock|Vaughn Taylor,Shamley Productions,United States of America,Psycho,539,tt0054215,8.0
Pulp Fiction,1994,Quentin Tarantino,Andrzej Sekula,Sally Menke,David Wasco,Roger Avary|Quentin Tarantino,Lawrence Bender,John Travolta|Samuel L. Jackson|Uma Thurman|Bruce Willis|Ving Rhames|Harvey Keitel|Eric Stoltz|Tim Roth|Amanda Plummer|Maria de Medeiros,Miramax|A Band Apart|Jersey Films,United States of America,Pulp Fiction,680,tt0110912,9.0
Punch-Drunk Love,2002,Paul Thomas Anderson,Robert Elswit,Leslie Jones,William Arnold,Paul Thomas Anderson,Paul Thomas Anderson|Daniel Lupi|JoAnne Sellar,Adam Sandler|Emily Watson|Philip Seymour Hoffman|Luis Guzmán|Mary Lynn Rajskub|Robert Smigel|Jason Andrews|Don McManus|David Schrempf|Seann Conway,Revolution Studios|New Line Cinema|JoAnne Sellar Productions|Ghoulardi Film Company,United States of America,Punch-Drunk Love,8051,tt0272338,6.0
Quantum of Solace,2008,Marc Forster,Roberto Schaefer|Josh Bleibtreu,Matt Chessé|Richard Pearson,Dennis Gassner,Robert Wade|Paul Haggis|Neal Purvis,Barbara Broccoli|Michael G. Wilson,Daniel Craig|Olga Kurylenko|Mathieu Amalric|Judi Dench|Giancarlo Giannini|Gemma Arterton|Jeffrey Wright|David Harbour|Jesper Christensen|Anatole Taubman,EON Productions|Metro-Goldwyn-Mayer|Columbia Pictures|B22,United Kingdom|United States of America,Quantum of Solace,10764,tt0830515,7.0
Raging Bull,1980,Martin Scorsese,Michael Chapman,Thelma Schoonmaker,Gene Rudolf,Paul Schrader|Mardik Martin,Irwin Winkler|Robert Chartoff,Robert De Niro|Cathy Moriarty|Joe Pesci|Frank Vincent|Nicholas Colasanto|Theresa Saldana|Mario Gallo|Frank Adonis|Joseph Bono|Frank Topham,United Artists|Chartoff-Winkler Productions,United States of America,Raging Bull,1578,tt0081398,5.0
Raiders of the Lost Ark,1981,Steven Spielberg,Douglas Slocombe,Michael Kahn,Norman Reynolds,Lawrence Kasdan|George Lucas|Philip Kaufman,Frank Marshall,Harrison Ford|Karen Allen|Paul Freeman|John Rhys-Davies|Ronald Lacey|Wolf Kahler|Anthony Higgins|Denholm Elliott|Alfred Molina|Vic Tablian,Paramount Pictures|Lucasfilm Ltd.,United States of America,Raiders of the Lost Ark,85,tt0082971,6.0
Raising Arizona,1987,Joel Coen,Barry Sonnenfeld,Michael R. Miller,Jane Musky,Ethan Coen|Joel Coen,Ethan Coen,Nicolas Cage|Holly Hunter|Trey Wilson|John Goodman|William Forsythe|Sam McMurray|Frances McDormand|Randall 'Tex' Cobb|T.J. Kuhn|Lynne Kitei,Circle Films,United States of America,Raising Arizona,378,tt0093822,7.0
Rakka,2017,Neill Blomkamp,Mannie Ferreira,Neil Meiklejohn|Julian Clarke|Tony Dean Smith,Richard Simpson,Neill Blomkamp|Thomas Sweterlitsch,Steven St. Arnaud,Sigourney Weaver|Eugene Khumbanyiwa|Robert Hobbs|Carly Pope|Brandon Auret|Michael Huff|Jay Anstey|Alec Gillis,Oats Studios,Canada,Rakka,461955,tt6990734,8.0
Rat Race,2001,Jerry Zucker,Thomas E. Ackerman,Tom Lewis,Gary Frutkoff,Andy Breckman,Sean Daniel|Janet Zucker|Jerry Zucker,Gloria Allred|Breckin Meyer|Cuba Gooding Jr.|Lanei Chapman|Amy Smart|Seth Green|Vince Vieluf|Whoopi Goldberg|Rowan Atkinson|John Cleese,Fireworks Pictures|Paramount Pictures|Alphaville Films|Zucker Productions,Canada|United States of America,Rat Race,9896,tt0250687,6.0
Ratatouille,2007,Brad Bird,Robert Anderson|Sharon Calahan,Darren T. Holmes,Harley Jessup,Jan Pinkava|Jim Capobianco|Brad Bird,Bradford Lewis,Patton Oswalt|Ian Holm|Lou Romano|Brian Dennehy|Peter Sohn|Peter O'Toole|Brad Garrett|Janeane Garofalo|Will Arnett|Julius Callahan,Pixar,United States of America,Ratatouille,2062,tt0382932,9.0
Rear Window,1954,Alfred Hitchcock,Robert Burks,George Tomasini,,John Michael Hayes,,James Stewart|Grace Kelly|Wendell Corey|Thelma Ritter|Raymond Burr|Judith Evelyn|Ross Bagdasarian|Georgine Darcy|Sara Berner|Frank Cady,Alfred J. Hitchcock Productions,United States of America,Rear Window,567,tt0047396,7.0
Red Dawn,1984,John Milius,Ric Waite,Thom Noble,Jackson De Govia,Kevin Reynolds|John Milius,Barry Beckerman|Buzz Feitshans,Patrick Swayze|Charlie Sheen|C. Thomas Howell|Lea Thompson|Darren Dalton|Jennifer Grey|Powers Boothe|Brad Savage|Ben Johnson|Harry Dean Stanton,United Artists|Sidney Beckerman Productions|Valkyrie Films,United States of America,Red Dawn,1880,tt0087985,6.0
Requiem for a Dream,2000,Darren Aronofsky,Matthew Libatique,Jay Rabinowitz,James Chinlund,Hubert Selby Jr.|Darren Aronofsky,Palmer West|Eric Watson,Ellen Burstyn|Jared Leto|Jennifer Connelly|Marlon Wayans|Christopher McDonald|Louise Lasser|Marcia Jean Kurtz|Janet Sarno|Suzanne Shepherd|Joanne Gordon,Artisan Entertainment|Thousand Words|Protozoa Pictures|Industry Entertainment Partners|Bandeira Entertainment,United States of America,Requiem for a Dream,641,tt0180093,3.0
Reservoir Dogs,1992,Quentin Tarantino,Andrzej Sekula,Sally Menke,David Wasco|Ken Kaufman,Quentin Tarantino,Lawrence Bender,Harvey Keitel|Tim Roth|Michael Madsen|Chris Penn|Steve Buscemi|Lawrence Tierney|Randy Brooks|Kirk Baltz|Edward Bunker|Quentin Tarantino,Live Entertainment|Dog Eat Dog Productions,United States of America,Reservoir Dogs,500,tt0105236,9.0
Return of the Jedi,1983,Richard Marquand,Alec Mills|Alan Hume,Duwayne Dunham|Sean Barton|Marcia Lucas,Norman Reynolds|Fred Hole|James L. Schoppe,George Lucas|Lawrence Kasdan,Howard G. Kazanjian,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels|Peter Mayhew|Sebastian Shaw|Ian McDiarmid|Frank Oz|James Earl Jones,Lucasfilm Ltd.,United States of America,Return of the Jedi,1892,tt0086190,8.0
Road to Perdition,2002,Sam Mendes,Conrad Hall,Jill Bilcock,Dennis Gassner,David Self,Dean Zanuck|Sam Mendes|Richard D. Zanuck|Glenn Williamson,Tom Hanks|Paul Newman|Jude Law|Tyler Hoechlin|Daniel Craig|Stanley Tucci|Jennifer Jason Leigh|Liam Aiken|Dylan Baker|Ciarán Hinds,DreamWorks Pictures|20th Century Fox|The Zanuck Company,United States of America,Road to Perdition,4147,tt0257044,8.0
Roadhouse 66,1984,John Mark Robinson,Thomas E. Ackerman,Jay Cassidy,Chester Kaczenski,Galen Lee|George Simpson,Scott M. Rosenfelt|Mark Levinson,Willem Dafoe|Judge Reinhold|Kaaren Lee|Kate Vernon|Stephen Elliott|Alan Autry|Kevyn Major Howard|Peter Van Norden|Erica Yohn|James Intveld,,United States of America,Roadhouse 66,128826,tt0088008,4.0
Rocky,1976,John G. Avildsen,James Crabe,Scott Conrad|Richard Halsey,William J. Cassidy,Sylvester Stallone,Irwin Winkler|Robert Chartoff,Sylvester Stallone|Talia Shire|Burt Young|Carl Weathers|Burgess Meredith|Thayer David|Joe Spinell|Jimmy Gambina|Bill Baldwin|Al Silvani,Winkler Films,United States of America,Rocky,1366,tt0075148,7.0
Rogue One: A Star Wars Story,2016,Gareth Edwards,Greig Fraser,Jabez Olssen|John Gilroy|Col Goudie,Doug Chiang|Neil Lamont,Chris Weitz|John Knoll|Gary Whitta|Tony Gilroy,Simon Emanuel|Allison Shearmur|Kathleen Kennedy|Leifur B. Dagfinnsson,Felicity Jones|Diego Luna|Alan Tudyk|Donnie Yen|Jiang Wen|Ben Mendelsohn|Guy Henry|Forest Whitaker|Riz Ahmed|Mads Mikkelsen,Lucasfilm Ltd.,United States of America,Rogue One: A Star Wars Story,330459,tt3748528,9.0
Roma,2018,Alfonso Cuarón,Alfonso Cuarón,Alfonso Cuarón|Adam Gough,Eugenio Caballero,Alfonso Cuarón,Nicolás Celis|Alfonso Cuarón|Gabriela Rodríguez,Yalitza Aparicio|Marina de Tavira|Diego Cortina Autrey|Carlos Peralta|Marco Graf|Daniela Demesa|Nancy García García|Verónica García|Fernando Grediaga|Jorge Antonio Guerrero,Participant|Esperanto Filmoj,United Kingdom|United States of America,Roma,426426,tt6155172,4.0
Room,2015,Lenny Abrahamson,Danny Cohen,Nathan Nugent,Ethan Tobman,Emma Donoghue,Ed Guiney|David Gross,Brie Larson|Jacob Tremblay|Joan Allen|Sean Bridgers|Tom McCamus|William H. Macy|Cas Anvar|Amanda Brugel|Wendy Crewson|Joe Pingue,Téléfilm Canada|Element Pictures|FilmNation Entertainment|No Trace Camping|Film4 Productions|Fís Éireann/Screen Ireland,Canada|Ireland|United Kingdom|United States of America,Room,264644,tt3170832,9.0
Rope,1948,Alfred Hitchcock,William V. Skall|Joseph A. Valentine,William H. Ziegler,,Arthur Laurents,Sidney Bernstein|Alfred Hitchcock,James Stewart|John Dall|Farley Granger|Cedric Hardwicke|Constance Collier|Douglas Dick|Edith Evanson|Dick Hogan|Joan Chandler|Alfred Hitchcock,Transatlantic Pictures,United States of America,Rope,1580,tt0040746,7.0
Rules of Engagement,2000,William Friedkin,Nicola Pecorini|William A. Fraker,Augie Hess,Robert W. Laing,Stephen Gaghan|Jim Webb,Scott Rudin|Richard D. Zanuck,Tommy Lee Jones|Samuel L. Jackson|Guy Pearce|Ben Kingsley|Bruce Greenwood|Anne Archer|Blair Underwood|Philip Baker Hall|Dale Dye|Amidou,Paramount Pictures|Seven Arts Pictures|Munich Film Partners & Company (MFP) ROE Production,United States of America|Germany,Rules of Engagement,10479,tt0160797,6.0
Rush,2013,Ron Howard,Anthony Dod Mantle,Daniel P. Hanley|Mike Hill,Mark Digby,Peter Morgan,Andrew Eaton|Brian Grazer|Ron Howard|Brian Oliver|Eric Fellner|Peter Morgan,Chris Hemsworth|Daniel Brühl|Olivia Wilde|Alexandra Maria Lara|Pierfrancesco Favino|David Calder|Natalie Dormer|Stephen Mangan|Christian McKay|Alistair Petrie,Revolution Films|Working Title Films|Imagine Entertainment,United Kingdom|United States of America,Rush,96721,tt1979320,9.0
Rushmore,1998,Wes Anderson,Robert D. Yeoman,David Moritz,David Wasco,Wes Anderson|Owen Wilson,Paul Schiff|Barry Mendel,Jason Schwartzman|Bill Murray|Olivia Williams|Seymour Cassel|Brian Cox|Mason Gamble|Sara Tanaka|Stephen McCole|Luke Wilson|Dipak Pallana,Touchstone Pictures|American Empirical Pictures,United States of America,Rushmore,11545,tt0128445,7.0
Saving Private Ryan,1998,Steven Spielberg,Janusz Kamiński,Michael Kahn,Thomas E. Sanders,Robert Rodat,Mark Gordon|Gary Levinsohn|Ian Bryce|Steven Spielberg,Tom Hanks|Tom Sizemore|Edward Burns|Barry Pepper|Adam Goldberg|Vin Diesel|Giovanni Ribisi|Jeremy Davies|Matt Damon|Ted Danson,DreamWorks Pictures|Paramount Pictures|Amblin Entertainment|Mutual Film Company,United States of America,Saving Private Ryan,857,tt0120815,8.0
Scarface,1983,Brian De Palma,John A. Alonzo,David Ray|Gerald B. Greenberg,Ferdinando Scarfiotti,Oliver Stone,Martin Bregman,Al Pacino|Steven Bauer|Michelle Pfeiffer|Mary Elizabeth Mastrantonio|Robert Loggia|Miriam Colon|F. Murray Abraham|Paul Shenar|Harris Yulin|Ángel Salazar,Universal Pictures|Martin Bregman Productions,United States of America,Scarface,111,tt0086250,8.0
Scary Movie 4,2006,David Zucker,Thomas E. Ackerman,Craig Herring|Tom Lewis,Holger Gross,Craig Mazin|Pat Proft|Jim Abrahams,Craig Mazin|Robert K. Weiss,Anna Faris|Regina Hall|Craig Bierko|Bill Pullman|Anthony Anderson|Leslie Nielsen|Molly Shannon|Michael Madsen|Chris Elliott|Carmen Electra,Dimension Films|415 Project|Brad Grey Pictures|Miramax,United States of America,Scary Movie 4,4257,tt0362120,4.0
Schindler's List,1993,Steven Spielberg,Janusz Kamiński,Michael Kahn,Allan Starski,Steven Zaillian,Steven Spielberg|Gerald R. Molen|Branko Lustig,Liam Neeson|Ben Kingsley|Ralph Fiennes|Caroline Goodall|Jonathan Sagall|Embeth Davidtz|Małgorzata Gebel|Shmuel Levy|Mark Ivanir|Béatrice Macola,Amblin Entertainment,United States of America,Schindler's List,424,tt0108052,9.0
School of Rock,2003,Richard Linklater,Rogier Stoffers,Sandra Adair,Jeremy Conway,Mike White,Scott Rudin,Jack Black|Joan Cusack|Mike White|Sarah Silverman|Miranda Cosgrove|Joey Gaydos Jr.|Kevin Alexander Clark|Rivkah Reyes|Robert Tsai|Maryam Hassan,Paramount Pictures|Scott Rudin Productions,United States of America,School of Rock,1584,tt0332379,7.0
Scott Pilgrim vs. the World,2010,Edgar Wright,Bill Pope,Paul Machliss|Jonathan Amos,Marcus Rowland,Michael Bacall|Edgar Wright,Nira Park|Edgar Wright|Eric Gitter|Marc Platt,Michael Cera|Mary Elizabeth Winstead|Ellen Wong|Kieran Culkin|Alison Pill|Mark Webber|Johnny Simmons|Jason Schwartzman|Anna Kendrick|Aubrey Plaza,Marc Platt Productions|Big Talk Studios|Closed on Mondays Entertainment|dentsu,Japan|United Kingdom|United States of America,Scott Pilgrim vs. the World,22538,tt0446029,10.0
Se7en,1995,David Fincher,Darius Khondji,Richard Francis-Bruce,Arthur Max,Andrew Kevin Walker,Phyllis Carlyle|Arnold Kopelson,Morgan Freeman|Brad Pitt|Gwyneth Paltrow|John Cassini|Peter Crombie|Reg E. Cathey|R. Lee Ermey|Daniel Zacapa|Andrew Kevin Walker|George Christy,New Line Cinema|Juno Pix|Arnold Kopelson Productions,United States of America,Se7en,807,tt0114369,9.0
The Raid,2012,Gareth Evans,Matt Flannery|Dimas Imam Subhono,Gareth Evans,,Gareth Evans,Ario Sagantoro,Iko Uwais|Joe Taslim|Donny Alamsyah|Yayan Ruhian|Pierre Gruno|Ray Sahetapy|Tegar Satrya|Iang Darmawan|Eka 'Piranha' Rahmadia|Verdi Solaiman,Celluloid Dreams|PT. Merantau Films|XYZ Films,Indonesia|France|United States of America,Serbuan Maut,94329,tt1899353,7.0
Set It Off,1996,F. Gary Gray,Marc Reshovsky,John Carter,Robb Wilson King,Takashi Bufford|Kate Lanier,Takashi Bufford|Oren Koules|Dale Pollock,Jada Pinkett Smith|Queen Latifah|Vivica A. Fox|Kimberly Elise|Blair Underwood|John C. McGinley|Anna Maria Horsford|Ella Joyce|Charles Robinson|Chaz Lamar Shepherd,New Line Cinema|Peak Productions,United States of America,Set It Off,9400,tt0117603,6.0
Seven Psychopaths,2012,Martin McDonagh,Ben Davis,Lisa Gunning,David Wasco,Martin McDonagh,Martin McDonagh|Peter Czernin|Graham Broadbent,Colin Farrell|Sam Rockwell|Woody Harrelson|Christopher Walken|Olga Kurylenko|Tom Waits|Abbie Cornish|Michael Stuhlbarg|Kevin Corrigan|Željko Ivanek,BFI|Blueprint Pictures|Film4 Productions|HanWay Films|CBS Films,United Kingdom|United States of America,Seven Psychopaths,86838,tt1931533,8.0
Shame,2011,Steve McQueen,Sean Bobbitt,Joe Walker,Judy Becker,Abi Morgan|Steve McQueen,Iain Canning|Emile Sherman,Michael Fassbender|Carey Mulligan|James Badge Dale|Nicole Beharie|Lucy Walters|Mari-Ange Ramirez|Alex Manette|Hannah Ware|Elizabeth Masucci|Rachel Farrar,HanWay Films|See-Saw Films|Lipsync Productions|Alliance Films|Film4 Productions|UK Film Council,Canada|United Kingdom,Shame,76025,tt1723811,6.0
Shaun of the Dead,2004,Edgar Wright,David M. Dunlap,Chris Dickens,Marcus Rowland,Simon Pegg|Edgar Wright,Nira Park,Simon Pegg|Nick Frost|Kate Ashfield|Lucy Davis|Dylan Moran|Jessica Hynes|Penelope Wilton|Bill Nighy|Martin Freeman|Matt Lucas,WT² Productions|Big Talk Studios,United Kingdom,Shaun of the Dead,747,tt0365748,7.0
Shrek,2001,Andrew Adamson|Vicky Jenson,,Sim Evan-Jones,James Hegedus,Terry Rossio|Joe Stillman|Ted Elliott|Roger S.H. Schulman,Jeffrey Katzenberg|Aron Warner|John H. Williams,Mike Myers|Eddie Murphy|Cameron Diaz|John Lithgow|Vincent Cassel|Peter Dennis|Clive Pearse|Jim Cummings|Bobby Block|Chris Miller,Pacific Data Images|DreamWorks Animation|DreamWorks Pictures,United States of America,Shrek,808,tt0126029,7.0
Shrek 2,2004,Andrew Adamson|Kelly Asbury|Conrad Vernon,,Sim Evan-Jones|Michael Andrews,Guillaume Aretos,Andrew Adamson|Joe Stillman|J. David Stem|David N. Weiss,David Lipman|Aron Warner|John H. Williams,Mike Myers|Eddie Murphy|Cameron Diaz|Julie Andrews|Antonio Banderas|John Cleese|Rupert Everett|Jennifer Saunders|Aron Warner|Kelly Asbury,DreamWorks Animation|Pacific Data Images,United States of America,Shrek 2,809,tt0298148,7.0
